Screen Name,Name,Description,URL,Location,Time Zone,Number of Tweets,Followers Count,Following ,Listed
@eldani,Daniel Undurraga,"Left-handed entrepreneur, software engineer, musician & avocado lover.
Founder and CTO at @CornershopMX",https://t.co/1RJgEvCmm1,San Francisco,Pacific Time (US & Canada),4444,2026,1042,76
@wanderingmatt,Matthew Anderson,"VP of Product @onehub. Co-host @chipsnbits. Canadian. I tweet about design, video games, hockey, and CrossFit.",http://t.co/GL4ur779lQ,"Seattle, WA",Pacific Time (US & Canada),5893,456,134,52
@nshah10,Niraj Shah,"CEO and co-founder of http://t.co/hx1G0Wnj, serial entrepreneur, aspiring tennis player, enjoy traveling with my family.",http://t.co/LiF1iFcWsq,"Boston, MA, USA",Quito,77,1525,688,93
@ajv,AJ Vaynerchuk,"COO: @VaynerMedia, Partner: @VaynerRSE, Co-founder: @GrapeStory",http://t.co/p08Us5KG0L,New York City,Eastern Time (US & Canada),7885,14752,2271,686
@ELIAZARUS,Kirill Elizarov,I Broadcast Therefore I Am™,http://t.co/NUOeob0Mx7,Miami/Fort Lauderdale area,Eastern Time (US & Canada),660,100,151,16
@Jodange,Larry Levy,Co-Founder and CEO of Appinions Inc.,http://t.co/HJfxttfhR7,"Scarsdale, New York",Eastern Time (US & Canada),629,297,56,162
@Jateen,Jateen,CTO@jelliradio | brevity is the soul of wit - WS,,San Mateo,Pacific Time (US & Canada),577,352,264,23
@gigib1,gigib1,"Long term investor, technology fund manager, founder of OceanElders",http://t.co/pUUoXX11BR,Seattle & SF Bay area,Pacific Time (US & Canada),153,320,447,54
@johnsheehan,John Sheehan,"Co-founder, CEO @Runscope. I used to code. I still do, but I used to too.",https://t.co/ZPwXY9tNMd,,Pacific Time (US & Canada),44193,11116,341,637
@Surfy,Mark Surfas,Must. Build. Product.,http://t.co/I9wQADvsyC,"Newport Beach, CA",Pacific Time (US & Canada),620,585,432,31
@bobmoul,Bob Moul,Serial #Tech CEO @Cloudamize @Boomi @ArtisanMobile | interests include #entrepreneurship #education economic & workforce development,,Philly,Eastern Time (US & Canada),7306,3053,83,110
@paulkin,paulkin,CEO at http://t.co/mUcpK2Q5,http://t.co/d0wg4UctUx,russia,Moscow,185,546,158,25
@RobbieAllen,Robbie Allen,CEO & Founder of @AInsights. Writing at https://t.co/FNFGARNaVw,http://t.co/UW8EORvxbS,"Durham, NC",Quito,3083,1373,374,87
@jasonpjason,Jason Barrett Prado,my cologne permeates the room. you love it. // infernal engineer @ facebook,,"San Francisco, CA",Pacific Time (US & Canada),10422,1372,568,51
@shl,Sahil Lavingia,founder and ceo @gumroad / moonwriter,https://t.co/27IlY8tL9G,"San Francisco, CA",Pacific Time (US & Canada),11056,16785,394,792
@jerBrightcove,jerallaire,Founder and CEO of Brightcove.  Former CTO Macromedia and Co-Founder Allaire,http://t.co/5c4AvBFZ6G,"Cambridge, MA",Central Time (US & Canada),164,2596,14,211
@robwalling,Rob Walling,Serial SaaS entrepreneur. Co-founder of https://t.co/6tHWsMjILi and https://t.co/GlDeqmqwVs.,http://t.co/Y1IajfFziu,"Fresno, California",Alaska,6268,11431,223,644
@YourHeroDeliver,Your Hero Delivery,"http://t.co/VJ6bZBlrlK is a full pick up, wash & fold delivery service. 
$10 for 15 items. $20 for Unlimited.",http://t.co/F3pG4qt7j9,"Bay Area, San Francisco",Arizona,16,11,25,1
@ouissam33,BOUSSEKAYA,Founder and CEO @MyTinksapp,http://t.co/Y5SjyIjnJV,Versailles,Athens,24,29,52,0
@MikeKareo,Mike Kennedy,,http://t.co/6KDLenhWyH,,Arizona,100,123,78,3
@VCRebecca,Rebecca Lynn,"Partner @CanvasVC & @Morgenthaler_V.  Investor in @LendingClub, @Doximity, @FutureAdvisor, Check, @HealthLoop, @Viewics, @CrowdFlower, @Convo, @Socrata.",http://t.co/93J6t3lG91,"Menlo Park, CA",Pacific Time (US & Canada),1206,14165,10153,694
@LA_Reid,LA Reid,Chairman/CEO Epic Records USA. https://t.co/GCLK9dBSG0 BeEpic!,,,Eastern Time (US & Canada),5231,1291487,396,3391
@JulianMJung,Julian Jung,Founder @tablelist. Investor @drizlyinc. Investor @aldenharlow.,http://t.co/jtGorf9RGF,Boston,Quito,581,677,135,25
@timtrampedach,Tim Trampedach,"Cars, dogs, tennis, skiing, startups and cofounder @fatberryapp.",http://t.co/BatCsifQ1X,"San Francisco, CA",Pacific Time (US & Canada),1474,390,258,23
@RonaldCroen,Ronald Croen,"Executive, Advisor, Inspiration Engineer, Former Entrepeneur-in-Residence, Tufts U.;  Founder, Nuance Communications",,,Pacific Time (US & Canada),368,687,1587,23
@rohit_x_,rohit sharma,Investor - True Ventures / Lapsed Photon Slinger / ex CTO ONISystems,https://t.co/NjmcktmBIQ,"palo alto, chandigarh xYEG/YOW",Pacific Time (US & Canada),26433,4347,910,207
@jimmyfallon,jimmy fallon,astrophysicist,http://t.co/fgp5RYqr3T,"New York, New York",Eastern Time (US & Canada),8960,40194324,6811,67448
@dmilleravid,David Miller,"Co-founder @AvidAutomates. Builder, advisor, investor, cook, writer, @nhlcanes fan. Focus on SaaS, payments.",https://t.co/hceJt3hDCF,"Charlotte, NC",Eastern Time (US & Canada),941,359,392,26
@UoPeople,UoPeople,"UoPeople is the world's 1st non-profit, tuition-free, accredited online University dedicated to opening access to higher education worldwide.",http://t.co/oYwYIE3Itz,Virtual,Pacific Time (US & Canada),6620,20018,2308,367
@pooneetgoel,Pooneet Goel,Former software developer turned strategy consultant turned startup guy,http://t.co/0ZDjaZJj8E,"San Francisco, CA",Pacific Time (US & Canada),29,92,294,13
@miradu,Michael Ducker,"For the last five years I built this thing, now I'm starting something new with @maiab. @OlinCollege Alum.",https://t.co/i3JIskLQv7,San Francisco,Pacific Time (US & Canada),21833,5417,1246,186
@peppersquare,pepper square,V solve business problems by Design Thinking. V invent our clients. V R the only independent Digital Agency in India thriving in the last 13 years.,https://t.co/xPMqJ6PKXs,"Bangalore, Dallas, Des Moines",Chennai,645,324,400,20
@klauspreisler,Klaus Preisler,"C-Founder @ http://t.co/JgUC6dC9YO, Serial Startup Artist and recovering Irondistance endurance addict.",http://t.co/yEozl5hqvi,"CPH, SFO ",Casablanca,367,455,1331,18
@stjules,stjules,,,,,64,63,35,1
@bethh,bethhaggerty,CEO of Powerlinx; NYC Mom; digitial entrepreneur and executive,http://t.co/f1pPiMlrdI,New York City,Eastern Time (US & Canada),253,134,173,12
@cfederman,Charlie Federman,,http://t.co/VvtICeIYhs,NY,Eastern Time (US & Canada),1816,1028,752,126
@imitrovic,Ivan Mitrovic,"Software Engineer, Data Science@PayPal, CTO@WHERE••ᗤPayPal, Founder@KMaps••ᗤWHERE Strategy, Big Data, Military History, Chess...",http://t.co/RBY6x7qnyl,"Boston, MA USA",Eastern Time (US & Canada),695,350,169,44
@ddubinsky,Donna Dubinsky,"Board Chair & CEO of Numenta, Inc. This is my personal feed. Follow @numenta for company information.",http://t.co/wNAf5Q9Wxk,,Pacific Time (US & Canada),170,1954,36,139
@caceleste,Christopher Celeste,"Sharing single-serving thoughts on start-ups, leadership and life / Founding Partner @ http://t.co/A0uWzcZ8ao",,Ohio & MV,Central Time (US & Canada),38,306,82,7
@lukekallis,Luke Kallis,"Pop Culture Junkie, Tech Addict, Human IMDB, Father of 2 & Builder of Marketers' Dreams",,,Pacific Time (US & Canada),323,445,279,20
@jeffdachis,Jeff Dachis,"Founder CEO @OneDropToday, Co-Founder and former CEO @Razorfish, Founder CEO @DachisGroup, Chief Evangelist @Sprinklr, Optimist, and NYC is my home. T1D.",https://t.co/uqODdIwJCd,"New York, NY",Eastern Time (US & Canada),15275,11922,268,1438
@DreamHostSimon,Человек Пауг,Жизнь после пятидесяти только начинается - подумала женщина и попросила налить еще пятьдесят.,http://t.co/R3cE2LeJlZ,Орел,London,87,2900,59,0
@rbernshteyn,Rob Bernshteyn,,,"San Mateo, CA",Pacific Time (US & Canada),474,754,273,44
@tjack,Todd Jackson,"VP Product @Dropbox. Former Product Director @twitter, co-founder @coverscreen, PM @google and @facebook.",,"San Francisco, CA",Pacific Time (US & Canada),820,6365,441,130
@sraney,Scott Raney,Redpoint Ventures,,San Francisco,Pacific Time (US & Canada),579,2146,467,127
@ShawnTsao,Shawn Tsao,Co-Founder of @TryCaviar. Founded @CalFootballblog #GoBears!,http://t.co/SMKNDs9omj,San Francisco,,339,119,448,5
@stephengill,Stephen Gill,"Founder @usetiller. I build technology. Tech Entrepreneur, Digital Marketer & Angel.",https://t.co/BUL1GR7X1r,Philadelphia / NYC,Eastern Time (US & Canada),685,1353,1515,107
@ericnakagawa,Eric,I hack on @parseit. Chief Emoji Officer at @linkmoji. Make your own here. https://t.co/anWG9C0vif,https://t.co/tJlGwUEdt6,Yes,Pacific Time (US & Canada),34203,9348,871,244
@scott_dietzen,Scott Dietzen,CEO @PureStorage. Former CTO for Zimbra and WebLogic/BEA Systems. Entrepreneur who fancies himself a technologist or vice versa.,http://t.co/xu8QSTo1ec,Silicon Valley,,645,2858,817,103
@bjwilson34,brett wilson,CEO of @TubeMogul.  Tweet about advertising and life.  Going for it.,http://t.co/5tPuOGwzAd,california,Pacific Time (US & Canada),1649,2388,251,88
@chester_roh,Chester Jungseok Roh,Chester Jungseok Roh,http://t.co/QVoBJlApEK,"Seoul,Korea",Seoul,1879,2803,614,110
@mdaoudi,Mehdi Daoudi,"Performance & Monitoring Geek.
Co-Founder / CEO of Catchpoint Systems
http://t.co/6OxBgS4dgB",http://t.co/eSvOCdO8Jb,"Los Angeles, New York, Boston",,2823,2491,1993,135
@robdyrdek,Rob Dyrdek,RELENTLESSLY MANUFACTURING AMAZING,http://t.co/kuZG1A46mw,Hollywood,Quito,8444,3676567,260,10865
@Oprah,Oprah Winfrey,,http://t.co/qHiMeYRxBW,,Central Time (US & Canada),11107,32375356,253,89984
@lynnyeldell,LynnYeldell,"New Orleans native...Austinite by choice...and Hurricane! L Style G Style and Ticketbud. Connector, Investor, Traveler.",https://t.co/Xoo7qr7a25,Austin,Central Time (US & Canada),2880,758,847,26
@Mastro_Frankie,Frank Mastronuzzi,"Co-founder @xceleratefinancial, CFO, CPA, MBA, L.A. enthusiast, matchmaker, consummate optimist, LGBT equality advocate, proud uncle.",https://t.co/xstiYUdLeU,"Los Angeles, CA",Pacific Time (US & Canada),2852,1798,3651,24
@anigam,Anu Nigam,"Founder @fetchmobile - Try Fetch out & please give me feedback!       Fetch keeps searching for you, so you get new & trending apps/games you'll love!",http://t.co/K0qeXS2GKW,"San Francisco, CA",Pacific Time (US & Canada),2292,1188,575,69
@DHTransplant,DHT,"Direct Hair Transplantation is the most advanced no stitch, no touch, hair transplantation that covers the bald area with the natural hair.",http://t.co/CowpYpk62R,Dehradun,Chennai,247,327,755,0
@bowmanbrian,Brian Bowman,CEO https://t.co/eadONMcwaS,https://t.co/eadONMcwaS,"Livermore, CA",Pacific Time (US & Canada),2093,913,468,105
@hankejh,Damion Hänkejh,"Smithsonian Laureate CTO, investor; founded InstantService (now @Oracle); @IBMWatson Developer Challenge winner #FANG #edu #AI #fintech",https://t.co/ZlzMFkj05j,"New York, NY",Eastern Time (US & Canada),1690,1052,1017,100
@putorti,Jason Putorti,Bessemer Venture Partners. Speaking at Netroots Nation in St. Louis July 14-17. I'll take the 2%.,https://t.co/fldL8H4okm,"San Jose, CA",Pacific Time (US & Canada),11853,8314,868,653
@edwin,Edwin Ong,working on startup #3 with @vikati,,"San Francisco, CA",Pacific Time (US & Canada),88,2416,224,112
@realmikeernst,Mike Ernst,"Sr. VP of Ticket Sales, Service, Marketing and Operations at the Chicago Fire Soccer Club. St. Ambrose and Univ. of Iowa Alum. Opinions are my own.",,Forest Park,,4325,1240,776,31
@jiri,Jiri Kupiainen,Founder & CEO at @SharkPunchHQ. We're making gaming better with @PlayfieldHQ.,https://t.co/UFYeP4Ev0q,"Helsinki, Finland",Helsinki,1507,1136,1107,67
@techVenture,techVenture,"techVenture supports the creation, growth and success of technology entrepreneurial ventures by connecting ideas, people and venture capital.",http://t.co/q1I2wuZqCy,"Silicon Valley, CA",Pacific Time (US & Canada),703,3008,1875,210
@adammcnamara,Adam McNamara,Tech entrepreneur. Aspiring investor. INTJ. Founded @Select_Start (acquired by @Shopify),https://t.co/513pRlY2Xq,Tokyo,Tokyo,10217,2508,872,178
@ilyaf,Ilya Fushman,"Dropbox, Venture Capital, Startups, Physics.",,San Francisco,Pacific Time (US & Canada),501,2970,477,86
@shirishsathaye,Shirish Sathaye,,,Silicon Valley,Pacific Time (US & Canada),109,398,67,10
@MarcDIOUANE,Marc DIOUANE,,,San Francisco,Pacific Time (US & Canada),36,218,187,12
@dan__miller,Dan Miller,Founder of @Myrtle_Grove / Co-Founder of @Fundrise,https://t.co/vNmwFPf2vP,"Brooklyn, NY",Eastern Time (US & Canada),2107,1356,192,95
@camplejohn,Doug Camplejohn,CEO and Founder at Fliptop.  Repeat startup offender.  Lover of wine and watersports.  Dad.,http://t.co/5JJ9EEotej,"San Francisco, CA",Pacific Time (US & Canada),637,1311,891,117
@david_s_samuels,David S. Samuels,"Entrepreneur. CEO, Senior Consultant at Dynamic Influence. Co-founder at Wild Spirit Studios. Former KoldCast CEO. German Shorthaired Pointer lover.",,"Irvine, CA",Pacific Time (US & Canada),10,1906,747,87
@richarddjordan,Richard David Jordan,"Physicist by education, Hacker by choice, Entrepreneur by compulsion. Follows & retweets are not endorsements.",https://t.co/fEQmMzZcuR,"Sunnyvale, California",Pacific Time (US & Canada),24844,1083,1244,65
@Adam,Adam Rugel,Hello,https://t.co/RwiHDBO2ZI,"San Francisco, CA",Pacific Time (US & Canada),5784,17211,347,415
@_RobRyan,Rob Ryan,Building @cosmeticsnow,http://t.co/enkFNte21k,"Melbourne, Australia",Melbourne,857,187,529,8
@JKNews,Jason E. Klein,"Founder, On Grid Ventures. Chairman, Harvard Business School Alumni Angels NY. Investor in GeoDisruption. Former CEO, NNN and Times Mirror Magazines/Time4.",http://t.co/54Lppd9qr0,New York ,Eastern Time (US & Canada),2351,1921,208,104
@jepepjr,john pepper,"former Chairman & CEO of P&G, former Chairman of Disney, co-chair of National Underground Railroad & Freedom Center",,Cincinnati,,33,300,78,9
@Tip,T.I.,#HustleGang #GrandHustle #BankRollMafia IG: @Troubleman31 https://t.co/HlSoeEz7Rm kingofdasouthbookings@gmail.com,https://t.co/trxOkRF847,"Atlanta, GA",Central Time (US & Canada),16606,6619045,705,14084
@asmith,Adam Smith,"Founder of Kite (http://t.co/lCHRd1DsPm), hacker, early stage startup investor",http://t.co/Gg6z4XRXKJ,"San Francisco, CA, USA",Pacific Time (US & Canada),1824,3968,241,330
@DamianThompson,Damian Thompson,"Sales Coach. Chief Revenue Officer. Founder of Salesability (@AbilityToScale) Expanding Software, SaaS & Service Startups Sales Ability for Scalability.",https://t.co/vEU55OyX4Q,Auckland - Austin - Worldwide,Central Time (US & Canada),12658,3218,1230,183
@BrandenSpikes,Branden Spikes,I am a battle tested and proven veteran of information technology and security.,http://t.co/uitMuLLmdl,"Silicon Valley, California",Pacific Time (US & Canada),102,207,54,9
@luke_beatty,luke_beatty,President Media Brands AOL / Verizon Founder: Associated Content. Wife. Kids. Fly fishing. Yoga. Cycling. Angel investor. Host of DEN/BLDR tech show @turnpikers,https://t.co/KBMaTzrClW,Native Coloradoan ,Mountain Time (US & Canada),3918,3414,2216,192
@ttobba,Justin Abbott Chalew,Pour le meilleur et pour le pire.,,"Baltimore, MD",Eastern Time (US & Canada),5,319,65,5
@mattdouglas,Matt Douglas,Founder & CEO of Punchbowl. Writes authentic & refreshing entrepreneur perspective at https://t.co/JPjGTVmfyY,https://t.co/I5EvPne9uC,"Natick, MA",Quito,1920,1193,1273,81
@Plevensohn,Pascal Levensohn,"Tech Entrepreneur, Venture Capitalist, Vintner, Author, Financial Advisor, Professional Director, Blogger",http://t.co/bANycjfQLz,San Francisco,Alaska,195,341,88,51
@Otto_Othman_,Otto Othman,CMO & Co founder Pincho Factory,,,Central Time (US & Canada),3120,504,333,9
@MitchellTuchman,Mitch Tuchman,MarketWatch and Forbes columnist. @RebalanceIRA - Investment Advisor.  Help clients grow their savings in a  fast & safe way so they can be financially secure.,http://t.co/oeNb4t1ZIp,"Palo Alto, CA",Pacific Time (US & Canada),1300,18226,5744,235
@Kimozakii,Mohamed Kamal,CTO/Startup Advisor - Mobile. Engrossed in almost every combination of Product + Engineering + Growth,http://t.co/gUb4H4rsKi,Santa Monica,Eastern Time (US & Canada),1412,962,686,99
@btaylor,Bret Taylor,"Co-Founder of @quip. Ex-CTO of Facebook, co-founder of FriendFeed and co-creator of Google Maps. Stanford Football fan.",https://t.co/HSrbfwvUUv,"San Francisco, CA",Pacific Time (US & Canada),3082,41343,393,1457
@bismarcklepe,Bismarck Lepe,https://t.co/qo3nscZbKP | https://t.co/J57pTkioxS | https://t.co/LSzFVkFGOC,,Silicon Valley,Pacific Time (US & Canada),418,938,114,44
@CLouvi,Christien,"Host of the iTunes New & Noteworthy @sell_personal Podcast https://t.co/3rfgeDsj9Q // Business, Startups, Sports, Mildly Offensive // Blood: NOLA",https://t.co/P9oQ94rErn,"Atlanta, GA",Eastern Time (US & Canada),30296,2362,2047,525
@collaboron,Evan Williams,Technical Mastermind who publishes an online newsletter.,http://t.co/qbSMXqcRoW,"Princeton, NJ",Atlantic Time (Canada),157,68,260,6
@peggen,Patrick Eggen,"Converted Left Coast, QCV Early Stage Fund, Rabid Philly Sports Fan but bleed NU Purple.",,"San Francisco, CA",,902,388,130,23
@atxdefense,Blair Carroll,"Carroll Troberman Criminal Defense is a criminal law practice based in Austin, Texas.",http://t.co/b7QtHTJr,"Austin, TX",Central Time (US & Canada),169,4,11,0
@mylesgrote,Myles Grote,"I like numbers, entrepreneurship and sports. Co-Founder, CRO at @GetUpperHand.",https://t.co/XRHOOzHxkm,"Indianapolis, IN",Eastern Time (US & Canada),1177,368,162,17
@abperiasamy,Anand Babu Periasamy,"Minio, Gluster, Startups, Angel Investor",,"Woodside, CA",Pacific Time (US & Canada),928,834,183,90
@lleviev,Lev Leviev,"selectel.ru ceo & founder, http://t.co/mdHxCytHuN founder, http://t.co/lEAXjC8axP founder",http://t.co/wV3wmEbrvv,st. petersburg,Quito,1139,2879,166,57
@HireACarNOW,HireACarNOWgroup,"Great, cheap, car hire rates. Easy to use website and secure server for booking your vehicle.",http://t.co/mrE5B8osHH,UK,Bangkok,3,2,1,0
@shayang,Shayan Zadeh,Entrepreneur - Advisor - Investor // Previously Co-Founder & CEO of @Zoosk,http://t.co/OFcmDYyCYv,San Francisco,Pacific Time (US & Canada),4571,2059,557,103
@erickking,Eric K King,"Ultramarathoner, entrepreneur, parent-in-training",,"ÜT: 37.796292,-122.400387",Pacific Time (US & Canada),834,348,76,27
@drbno,Bahram Nour-Omid,"Entrepreneur, Venture Capitalist, Angel investor  and currently CEO of ThinkPassenger and Chairman of Nestivity",http://t.co/TDPZQ7VBdh,"Santa Monica, Los Angeles",Pacific Time (US & Canada),230,103,93,20
@sethwlieberman,Seth Lieberman,"Fitter, happier, more productive at http://t.co/PiqfOsOY",http://t.co/I0kOCmsnn3,"Boston, MA",Eastern Time (US & Canada),4787,1354,317,97
@dcvcjen,Jen O'Daniel,"Seed & early stage VC @CITGAPFunds. Angel investor @NextGenAngels & @VTInvestors. Hokie, gambler, tech geek and flip cup master. Tweets are my own.",,Virginia,Quito,1707,1667,795,100
@iok,ibrahim okuyucu,"#growth at @facebook, prev at @twitter, @ebay, @groupon. phD @trolling",,"Palo Alto, CA",Pacific Time (US & Canada),9015,3991,1081,74
@BrianVision,Brian Sathianathan,"http://t.co/DgPLd4smKy

Brian Sathianathan is an experienced entrepreneur and a digital media executive/Co-Founder of Iterate Studio",http://t.co/DHuCDvqZnC,San Francisco,,226,250,688,21
@davidjekitlam,David Jekit Lam,"Tech VC, Father of 4, Born in Boston, Raised in Silicon Valley, Son of immigrants and entrepreneurs",https://t.co/rQTxFLJy0S,Silicon Valley,Pacific Time (US & Canada),2229,611,493,72
@ekomo,ekomo,"Traveler, tinkerer, skier, green tech enthusiast",,Vagabond,Pacific Time (US & Canada),331,56,208,4
@corylanou,Cory LaNou,Technology Enthusiast/Entrepreneur. work at @influxDB. Co-organizer/founder of @DenverGophers - #golang,http://t.co/1MX3ZyrusG,"Cadott, WI",Mountain Time (US & Canada),2425,1225,1203,67
@nishkaam,Nishkaam Mehta,"Hulu by day, Venture investor by night.",,"LA, London, and Mumbai",Pacific Time (US & Canada),375,396,499,7
@tdelistathis,Thanasis Delistathis,Early Stage VC,https://t.co/qUWkIW5rXs,"Bethesda, MD",Eastern Time (US & Canada),1654,2579,100,187
@cankut_durgun,Cankut Durgun,"Entrepreneurial freedom. Aslanoba Capital. Formerly Romulus Capital, Stanford GSB, MIT.",http://t.co/1K3WjUHyXh,,Baghdad,2767,2942,568,68
@AnniesCEO,John Foraker,"President of Annie's, the natural and organic food company with Bernie, the cute little bunny mascot. Annie's is based in Berkeley, CA",http://t.co/jiuuz5Zo3G,"Berkeley, CA",Alaska,2132,2665,164,93
@birsch,Gil Hirsch,"geek @garagegeeks, ceo @face",,,Jerusalem,11,401,96,55
@jeffnatland,Jeff Natland,"Entrepreneur, Technologist, Angel Investor, Car Enthusiast",https://t.co/AKcdzo3yin,,,1391,1364,718,21
@ladygaga,Lady Gaga,jazz art pop punk actress fashion magazine editor and columnist!,,,Quito,7389,58813520,130825,231031
@teixeiramark25,Mark Teixeira,"Official Twitter Account for Mark Teixeira - Number 25, first baseman for the New York Yankees.",http://t.co/anFvz90nNw,New York,,1184,325785,39,2731
@LindaStone,Linda Stone,"twitter=continuous partial mindcasting, continuous partial friendship, continuous partial connections",http://t.co/NkgSLTTugs,Seattle,Pacific Time (US & Canada),4812,12696,1282,722
@DaveElkington,David Elkington,"http://t.co/l17GwCVxTA CEO & Founder. Focuses on inside sales, #B2B, lead-gen, predictive analytics, & BDR best practices. #insidesales",http://t.co/RVVEfbgPqw,"Silicon Slopes, Utah",Mountain Time (US & Canada),4219,7139,5071,333
@dbennahum,David S. Bennahum,Ready Maker & Venture Partner @alphavp,https://t.co/vuNHTRj0gs,NYC,Eastern Time (US & Canada),656,496,99,38
@PhinUpham,Phin Upham,Phin Upham lives in New York City.,http://t.co/n6osL4xOxE,New York,Eastern Time (US & Canada),345,2826,3615,16
@kintan,Kintan Brahmbhatt,"Entrepreneur, Hacker, Designer - Director of Product & Eng PMO at Amazon Music",http://t.co/R1wgShetAx,"San Francisco, CA",Pacific Time (US & Canada),3985,1850,823,79
@bhandly,Brian Handly,"Mobile data and advertising technology executive, angel investor, husband, father, avid runner and offroad enthusiast",https://t.co/udPFevyvQq,"Wake Forest, North Carolina",Eastern Time (US & Canada),210,304,94,32
@NeerajVC,Neeraj Agrawal,"VC investing in SaaS & Cloud. Supporting the #SaaSAdventure & pushing for #T2D3. Kid from Queens. Views my own, not BV's; no investment advice intended.",https://t.co/t51un87rae,"Boston, MA",,1209,2491,304,173
@vinhvo21,Vinh Vo,,http://t.co/Ui6siNJax2,"Baltimore, Maryland",Eastern Time (US & Canada),3,19,13,2
@davidniu,David Niu,Angel investor and serial entrepreneur who loves growing the people who he works with. Currently delighting clients with http://t.co/lqRQUVo1oB.,http://t.co/lqRQUVo1oB,"Seattle, WA",Pacific Time (US & Canada),1465,998,349,85
@mgorniak,Matt Gorniak,Entrepreneur. CRO @SteelBrick. Co-founder @G2Crowd.,http://t.co/WBVEVeYpkp,"Chicago, IL",Central Time (US & Canada),1321,692,970,39
@RobLoCascio,Robert LoCascio,Founder & CEO of LivePerson,http://t.co/eUMizf8HbD,NYC,Eastern Time (US & Canada),311,1888,305,32
@rr,Randy Reddig,curious,https://t.co/ah6JtnwKqn,San Francisco,Pacific Time (US & Canada),10071,4874,943,233
@ArjunDArora,Arjun Dev Arora,"EIR @500Startups, Co-Founder @ImmediatelyApp. Founder of @ReTargeter (exited). Passionate about startups, learning, teaching, people, travel, philosophy & life.",https://t.co/PY2gsGZHYt,Mostly in San Francisco ,Pacific Time (US & Canada),7694,7982,2270,355
@dragoninnovate,Dragon Innovation,Dragon Innovation works with entrepreneurs to launch hardware products and scale their companies.,http://t.co/EcgND8qszi,Boston & Hong Kong,Eastern Time (US & Canada),3984,6915,830,304
@robhayes,Rob Hayes,,http://t.co/hZINPc0RxU,SF Bay Area,Pacific Time (US & Canada),2359,18034,460,773
@LucasvonCranach,Lucas von Cranach,Founder & CEO @Onefootball,,Berlin,Amsterdam,290,269,172,15
@samdecker,Sam Decker,"Chairman/cofounder @clearheadme, CEO/founder Mass Relevance, Bazaarvoice founding CMO, Dell exec & bay area startup exec. author, speaker. Based in Austin, TX.",https://t.co/mBmfYZnxCo,"Austin, TX",Central Time (US & Canada),7122,18076,5620,1445
@omal,Brian O'Malley,"Partner @Accel. Seeker of network effects. 1st major investor in @aminohealth, @coupa, @OptimizeDemand, @gametimeunited, @HotelTonight, @getluma, @narvarinc.",http://t.co/0l5SZvWhAF,"San Francisco, CA",Pacific Time (US & Canada),539,1983,257,118
@josephsyen,Joseph Yen,Business Development at HP Big Data,,"Redwood Shores, CA",Pacific Time (US & Canada),2449,989,241,18
@ScottFerreira,Scott Ferreira,"Programmer, Entrepreneur, and Architect (Multipotentialite). I build and grow companies that unlock human potential. MySocialCloud / FBP / Forrge / cmdR",http://t.co/WcM4SbXX8S,LA / Palo Alto / Phoenix / NYC,Arizona,8357,1148,570,112
@CharlesMeyerCAM,CAM,,,New York City,Pacific Time (US & Canada),428,121,245,7
@NaNinja,Jureeporn Na Kalasin,,,,,1,3,1,1
@andrewjmack,Andrew McCormack,"Partner at Valar Ventures, investor in @breather, @xero, @transferwise, @number26de, @vendhq, @EyeEm,@granify, @oppadesign,",http://t.co/WryFyKf8tO,"NYC HQ, often found on a plane",Pacific Time (US & Canada),277,888,751,47
@artesianvc,artesian,"Early stage VC platform operating co-investment funds with angel groups, incubators, accelerators, universities and corporates. Founder of @venturecrowd",https://t.co/Je2HBjkfyU,"Sydney, Australia",Sydney,3046,1199,207,85
@mchoupak,Michael Choupak,work-media #gowiper messaging Bitcoin films,http://t.co/bXw97FBIS8,in the cloud ,London,39,58,121,1
@ab90,Adam Beguelin,"CEO @sensr
VP @aol
CTO @truveo",https://t.co/g1tiLdLw1P,,Pacific Time (US & Canada),1588,671,622,34
@demian_sellfors,Demian Sellfors,"Founder and prior CEO of (mt) Media Temple. Interested in: truth, beauty, and wild rides.",http://t.co/8LwSseov1W,"Venice, CA",Pacific Time (US & Canada),476,963,360,47
@Alexjblum,Alexjblum,,,NYC,Quito,150,413,230,36
@jkatzman,Jonathan Katzman,Chief Product Officer at The Minerva Project,http://t.co/6AEyTV837j,San Francisco,Pacific Time (US & Canada),488,1659,522,153
@vgcerf,vinton g cerf,,,,,131,7288,10,257
@laurisliberts,Lauris Liberts,"http://t.co/YwRi7ERipB, http://t.co/xMiM09dU6w",,"Los Angeles & Riga, Latvia",Riga,577,1405,191,42
@BaumyG,Brian Baumgart,Executive Chairman and Co-founder at Conversion Logic || Former Founder/CEO at Gradient X (Acquired by SingTel),http://t.co/Y9QCFaLpA0,,Pacific Time (US & Canada),20,83,57,10
@michaelapuscar,Michael Puscar,#Entrepreneur turned angel #investor with @gitpsa turned entrepreneur again as @betiply CEO. Big @dallascowboys fan. Married to fashion blogger @johana_buritika,http://about.me/michaelpuscar,#Medellin #Colombia,Eastern Time (US & Canada),730,295,68,13
@fchixon,Eric Hixon,,,,Pacific Time (US & Canada),730,130,183,3
@anujain,Anurag Jain,"Entrepreneur, lover of music, sailing, squash (the sport), cooking, and eating.",http://t.co/EnDnFRyDyJ,"San Francisco, CA",Pacific Time (US & Canada),325,511,43,21
